1,1,52.49,60.28,123.85999999999999,62.14,1,1,1.0
1,2,0.0,14.39,19.18,30.869999999999997,1,1,1.0
1,3,91.53,0.0,228.35999999999999,63.63,1,1,1.0
1,4,314.89,0.4,396.61,112.77,1,1,1.0
2,1,36.52,57.36,119.1,60.91,1,1,1.0
2,2,0.0,19.7,10.2,22.7,1,1,1.0
2,3,91.37,0.0,227.85000000000002,63.63,1,1,1.0
2,4,314.42,0.4,396.15000000000003,112.77,1,1,1.0
3,1,20.56,54.43,114.34,59.699999999999996,1,1,1.0
3,2,0.0,19.7,3.3,22.7,1,1,1.0
3,3,91.22,0.0,227.32000000000002,63.63,1,1,1.0
3,4,313.95,0.4,395.69,112.77,1,1,1.0
4,1,4.6,51.51,108.4,58.48,1,1,1.0
4,3,91.06,0.0,226.8,63.63,1,1,1.0
4,4,313.48,0.4,395.23,112.77,1,1,1.0
5,1,0.5,48.59,94.45,57.25,1,1,1.0
5,3,90.91,0.0,226.28,63.63,1,1,1.0
5,4,313.01,0.4,394.78,112.77,1,1,1.0
6,1,0.5,45.66,76.4,56.040000000000006,1,1,1.0
6,3,90.75,0.0,225.76,63.63,1,1,1.0
6,4,312.54,0.4,394.32,112.77,1,1,1.0
7,1,0.5,45.66,58.9,50.34,1,1,1.0
7,3,90.6,0.0,225.23,63.63,1,1,1.0
7,4,312.07,0.4,393.85999999999996,112.77,1,1,1.0
8,1,0.0,41.23,43.6,50.300000000000004,1,1,1.0
8,3,90.44,0.0,224.70999999999998,63.63,1,1,1.0
8,4,311.6,0.4,393.4,112.77,1,1,1.0
9,1,0.0,45.06,29.0,40.61,1,1,1.0
9,3,90.99,0.0,224.19,63.63,1,1,1.0
9,4,311.6,0.4,393.24,112.61999999999999,1,1,1.0
10,1,0.0,48.9,14.4,30.9,1,1,1.0
10,5,915.96,186.69,44.039999999999964,85.06,1,1,1.0
10,3,91.53,0.0,223.67,63.63,1,1,1.0
10,4,311.6,0.4,393.09000000000003,112.46,1,1,1.0
11,5,873.13,178.27,86.87,89.03,1,1,1.0
11,3,91.53,0.0,223.67,63.36,1,1,1.0
11,4,311.6,0.4,392.92999999999995,112.30999999999999,1,1,1.0
12,5,825.2,169.8,134.39999999999998,93.05000000000001,1,1,1.0
12,3,91.53,0.0,223.67,63.09,1,1,1.0
12,4,311.6,0.4,392.77,112.14999999999999,1,1,1.0
13,6,0.0,188.13,3.88,28.930000000000007,1,1,1.0
13,5,783.39,161.38,176.11,97.01999999999998,1,1,1.0
13,3,91.53,0.0,223.67,62.82,1,1,1.0
13,4,311.6,0.4,392.61,112.0,1,1,1.0
14,6,0.0,185.6,17.1,37.70000000000002,1,1,1.0
14,5,737.9,152.96,222.10000000000002,118.93999999999997,1,1,1.0
14,3,91.53,0.0,223.67,62.55,1,1,1.0
14,4,311.6,0.4,392.4599999999999,111.83999999999999,1,1,1.0
15,6,0.0,162.4,39.28,76.85,1,1,1.0
15,5,699.78,144.54,260.22,117.56000000000003,1,1,1.0
15,3,91.53,0.0,223.67,62.28,1,1,1.0
15,4,311.6,0.4,392.29999999999995,111.69,1,1,1.0
16,6,0.0,165.7,61.45,89.5,1,1,1.0
16,5,657.97,136.12,271.8299999999999,110.38,1,1,1.0
16,3,91.53,0.0,223.67,62.0,1,1,0.0
16,4,311.6,0.4,392.14,111.53,1,1,1.0
17,6,0.0,166.4,83.63,100.99999999999997,1,1,1.0
17,5,616.17,127.7,263.0300000000001,112.89999999999999,1,1,1.0
17,3,91.53,0.0,223.67,61.73,1,1,0.0
17,4,311.6,0.4,391.99,111.38,1,1,1.0
18,6,0.0,167.1,105.81,112.51000000000002,1,1,1.0
18,5,581.88,121.77,251.51999999999998,108.89999999999999,1,1,1.0
18,3,91.53,0.0,223.67,61.46,1,1,0.0
18,4,311.6,0.4,391.8299999999999,111.22,1,1,1.0
19,6,0.0,173.9,127.98,119.78,1,1,1.0
19,5,547.6,115.83,240.0,104.89999999999999,1,1,1.0
19,3,91.53,0.0,223.67,61.19,1,1,0.0
19,4,311.6,0.4,391.66999999999996,111.07,1,1,1.0
20,6,0.0,181.0,150.16,126.75999999999999,1,1,1.0
20,5,517.9,111.42,232.80000000000007,100.89999999999999,1,1,1.0
20,3,91.53,0.0,223.67,60.92,1,1,0.0
20,4,311.6,0.4,391.51,110.91,1,1,1.0
21,6,0.0,188.96,172.34,132.87999999999997,1,1,1.0
21,5,488.2,107.02,224.7,96.89999999999999,1,1,1.0
21,3,91.53,0.0,223.67,60.65,1,1,0.0
21,4,311.6,0.4,391.36,110.75999999999999,1,1,1.0
22,6,0.0,196.92,194.51,138.99000000000004,1,1,1.0
22,5,458.5,102.61,216.60000000000002,92.89999999999999,1,1,1.0
22,3,91.53,0.0,223.67,60.37,1,1,0.0
22,4,311.6,0.4,391.19999999999993,110.6,1,1,1.0
23,6,12.1,205.96,218.93,149.17,1,1,1.0
23,5,428.8,98.21,208.49999999999994,88.90000000000002,1,1,1.0
23,3,91.53,0.0,223.67,60.1,1,1,0.0
23,4,311.6,0.4,391.19999999999993,110.47999999999999,1,1,1.0
24,6,34.6,215.0,232.96,159.36,1,1,1.0
24,5,399.1,93.8,200.39999999999998,84.89999999999999,1,1,1.0
24,3,91.53,0.0,223.67,59.83,1,1,0.0
24,4,311.6,0.4,391.19999999999993,110.36999999999999,1,1,1.0
25,6,61.06,226.67,243.01999999999998,166.91,1,1,1.0
25,5,378.18,90.01,193.36999999999995,82.99999999999999,1,1,1.0
25,3,91.53,0.0,223.67,59.56,1,1,0.0
25,4,311.6,0.4,391.19999999999993,110.25,1,1,1.0
26,6,87.52,238.34,253.08000000000004,174.46,1,1,1.0
26,5,357.27,86.22,186.33000000000004,81.1,1,1,1.0
26,3,91.53,0.0,223.67,59.29,1,1,0.0
26,4,311.6,0.4,391.19999999999993,110.14,1,1,1.0
27,6,109.4,248.7,287.27,189.81,1,1,1.0
27,5,332.68,82.44,180.82,78.77000000000001,1,1,1.0
27,3,91.53,0.0,223.67,59.02,1,1,0.0
27,4,311.6,0.4,391.19999999999993,110.02,1,1,1.0
28,6,142.25,262.2,294.85,198.40000000000003,1,1,1.0
28,5,308.1,78.65,175.29999999999995,76.44999999999999,1,1,1.0
28,3,91.53,0.0,223.67,58.74,1,1,0.0
28,4,311.6,0.4,391.19999999999993,109.91,1,1,1.0
29,6,178.24,276.57,326.68,214.38,1,1,1.0
29,5,288.67,72.91,163.93,75.4,1,1,1.0
29,7,912.47,182.59,47.52999999999997,75.99999999999997,1,1,1.0
29,3,91.53,0.0,223.67,58.47,1,1,0.0
29,4,311.6,0.4,391.19999999999993,109.78999999999999,1,1,1.0
30,6,214.22,290.93,358.52,230.36999999999995,1,1,1.0
30,5,269.71,69.78,163.69,73.5,1,1,1.0
30,7,865.58,169.67,94.41999999999996,85.94000000000003,1,1,1.0
30,3,91.53,0.0,223.67,58.2,1,1,0.0
30,4,311.6,0.4,391.19999999999993,109.67999999999999,1,1,1.0
31,6,250.2,305.3,390.35999999999996,234.7,1,1,1.0
31,5,250.74,66.64,157.76,71.60000000000001,1,1,1.0
31,7,818.69,156.74,141.30999999999995,95.89999999999998,1,1,1.0
31,3,91.53,0.0,223.67,57.93,1,1,0.0
31,4,311.6,0.4,391.19999999999993,109.55999999999999,1,1,1.0
32,6,296.6,330.04,411.78,209.95999999999998,1,1,1.0
32,5,231.78,63.5,151.82000000000002,69.69999999999999,1,1,1.0
32,7,771.8,143.82,188.20000000000005,105.85,1,1,1.0
32,3,91.53,0.0,223.67,57.66,1,1,0.0
32,4,311.6,0.4,391.19999999999993,109.44999999999999,1,1,1.0
33,6,344.9,347.0,431.30000000000007,193.0,1,1,1.0
33,5,217.85,61.22,145.65,68.41,1,1,1.0
33,7,732.67,130.9,227.33000000000004,115.79999999999998,1,1,1.0
33,3,91.53,0.0,223.67,57.39,1,1,0.0
33,4,311.6,0.4,391.19999999999993,109.33,1,1,1.0
34,6,404.5,371.6,449.9,168.39999999999998,1,1,1.0
34,5,200.79,57.99,142.18000000000004,67.13,1,1,1.0
34,7,687.73,122.91,252.26999999999998,114.69,1,1,1.0
34,3,91.53,0.0,223.67,57.11,1,1,0.0
34,4,311.6,0.4,391.19999999999993,109.22,1,1,1.0
35,6,476.75,396.21,435.35,143.79000000000002,1,1,1.0
35,5,183.72,54.76,138.73,65.85,1,1,1.0
35,7,648.9,116.17,242.81000000000006,108.92999999999999,1,1,1.0
35,3,91.53,0.0,223.67,56.84,1,1,0.0
35,4,311.6,0.4,391.19999999999993,109.1,1,1,1.0
36,6,541.2,420.81,400.4,119.19,1,1,1.0
36,5,170.5,52.69,131.5,64.56,1,1,1.0
36,7,610.07,109.43,233.3499999999999,103.16999999999999,1,1,1.0
36,3,91.53,0.0,223.67,56.57,1,1,0.0
36,4,311.6,0.4,391.19999999999993,108.99,1,1,1.0
37,6,626.5,445.41,333.5,94.58999999999997,1,1,1.0
37,5,154.39,48.67,128.52000000000004,63.28,1,1,1.0
37,7,576.32,102.69,223.88,97.41,1,1,1.0
37,3,91.53,0.0,223.67,56.3,1,1,1.0
37,4,311.6,0.4,391.19999999999993,108.86999999999999,1,1,1.0
38,6,737.55,480.0,222.45000000000005,60.0,1,1,1.0
38,5,141.53,47.13,125.10999999999999,61.99,1,1,1.0
38,7,544.69,97.75,217.25,94.96000000000001,1,1,1.0
38,3,91.53,0.0,223.67,56.3,1,1,1.0
38,4,311.6,0.4,391.19999999999993,108.75999999999999,1,1,1.0
39,6,848.6,514.6,111.39999999999998,25.399999999999977,1,1,1.0
39,5,128.67,45.58,121.70000000000002,60.71000000000001,1,1,1.0
39,7,513.07,92.81,210.5999999999999,92.52000000000001,1,1,1.0
39,3,91.53,0.0,223.67,56.3,1,1,0.0
39,4,311.6,0.4,391.19999999999993,108.64,1,1,1.0
40,5,115.8,44.04,118.3,59.410000000000004,1,1,1.0
40,7,481.44,87.88,203.96999999999997,90.06,1,1,1.0
40,3,91.53,0.0,223.67,56.3,1,1,0.0
40,4,311.6,0.4,391.19999999999993,108.53,1,1,1.0
41,5,103.03,42.05,115.62,58.14,1,1,1.0
41,7,449.82,82.94,197.32,87.62,1,1,1.0
41,3,91.53,0.0,223.67,56.3,1,1,0.0
41,4,311.6,0.4,391.19999999999993,108.41,1,1,1.0
42,5,90.25,40.07,112.94999999999999,56.85,1,1,1.0
42,7,423.46,78.0,190.68,85.16999999999999,1,1,1.0
42,3,91.53,0.0,223.67,56.3,1,1,0.0
42,4,311.6,0.4,391.19999999999993,108.3,1,1,1.0
43,5,77.48,38.08,110.27,55.57000000000001,1,1,1.0
43,7,397.1,73.06,184.03999999999996,82.72,1,1,1.0
43,3,91.53,0.0,223.67,56.3,1,1,0.0
43,4,311.6,0.4,391.19999999999993,108.17999999999999,1,1,1.0
44,5,64.71,36.1,107.59000000000002,54.279999999999994,1,1,1.0
44,7,372.85,68.59,177.39999999999998,80.28,1,1,1.0
44,3,91.53,0.0,223.67,56.3,1,1,0.0
44,4,311.6,0.4,391.19999999999993,108.07,1,1,1.0
45,5,54.2,34.47,106.39,53.32000000000001,1,1,1.0
45,7,348.59,64.12,170.77000000000004,77.82999999999998,1,1,1.0
45,3,91.53,0.0,223.67,56.3,1,1,0.0
45,4,311.6,0.4,391.19999999999993,107.94999999999999,1,1,1.0
46,5,43.4,32.85,105.47999999999999,52.35999999999999,1,1,1.0
46,7,324.08,59.3,164.12,75.38000000000001,1,1,1.0
46,3,91.53,0.0,223.67,56.3,1,1,0.0
46,4,311.6,0.4,391.19999999999993,107.83999999999999,1,1,1.0
47,5,31.8,31.22,105.36,51.400000000000006,1,1,1.0
47,7,305.07,56.73,157.38,73.54000000000002,1,1,1.0
47,3,91.53,0.0,223.67,56.3,1,1,0.0
47,4,311.6,0.4,391.19999999999993,107.72,1,1,1.0
48,5,23.65,29.6,99.91,50.440000000000005,1,1,1.0
48,7,286.07,54.16,150.63,71.7,1,1,1.0
48,3,91.53,0.0,223.67,56.3,1,1,0.0
48,4,311.6,0.4,391.19999999999993,107.61,1,1,1.0
49,5,14.71,27.97,94.47,49.480000000000004,1,1,1.0
49,7,267.06,51.59,143.89,69.86999999999999,1,1,1.0
49,3,91.53,0.0,223.67,56.3,1,1,0.0
49,4,311.6,0.4,391.19999999999993,107.49,1,1,1.0
50,5,6.19,26.35,92.21000000000001,48.52,1,1,1.0
50,7,248.06,49.02,137.14,68.03,1,1,1.0
50,3,91.53,0.0,223.67,56.3,1,1,0.0
50,4,311.6,0.4,391.19999999999993,107.38,1,1,1.0
51,5,0.0,24.72,88.5,47.56,1,1,1.0
51,7,229.06,46.44,135.13,66.2,1,1,1.0
51,3,91.53,0.0,223.67,56.3,1,1,0.0
51,4,311.6,0.4,391.19999999999993,107.25999999999999,1,1,1.0
52,5,0.47,23.1,78.13,46.6,1,1,1.0
52,7,210.05,43.87,133.13,64.36000000000001,1,1,1.0
52,3,91.53,0.0,223.67,56.3,1,1,0.0
52,4,311.6,0.4,391.19999999999993,107.14999999999999,1,1,1.0
53,5,0.47,22.05,69.01,45.75,1,1,1.0
53,7,195.03,41.54,127.96000000000001,62.52,1,1,1.0
53,3,91.53,0.0,223.67,56.3,1,1,0.0
53,4,311.6,0.4,391.19999999999993,107.03,1,1,1.0
54,5,0.47,20.99,59.89,44.91000000000001,1,1,1.0
54,7,180.0,39.2,122.80000000000001,60.67999999999999,1,1,1.0
54,3,91.53,0.0,223.67,56.3,1,1,0.0
54,4,311.6,0.4,391.19999999999993,106.91999999999999,1,1,1.0
55,5,0.47,19.94,50.77,44.06,1,1,1.0
55,7,166.77,37.93,118.72999999999999,59.51,1,1,1.0
55,3,91.53,0.0,223.67,56.3,1,1,0.0
55,4,311.6,0.4,391.19999999999993,106.8,1,1,1.0
56,5,0.47,18.89,41.65,43.21,1,1,1.0
56,7,153.55,36.67,114.64999999999998,58.31999999999999,1,1,1.0
56,3,91.53,0.0,223.67,56.3,1,1,0.0
56,4,311.6,0.4,391.19999999999993,106.8,1,1,1.0
